id,title,manufacturer,price,description
b000mgo5bw,gorilla 4 student,jungle software,199,you don't have to be a student to buy the student edition -- all you need it an idea a few people willing to work on your project and a copy
b000ra77bs,jeopardy,encore,9.99,jeopardy! is one of the all-time tv game shows and now it's available on your computer. choose money tiles in various categories -- behind e
b000jh7c6y,your desktop post office for pc,stamps.com,14.99,your desktop post office allows you to print usps postage using your pc printer and internet connection. just a couple of mouse clicks and y
b000ndicze,adobe contribute cs3 [mac],adobe,149,adobe contribute cs3 software enables anyone to quickly and easily update existing websites and blogs. with adobe contribute cs3 content aut
b0002z8a1o,dance 6,digital leisure inc.,39.95,dance ejay 6 is the ultimate audio production suite for your pc! select from 4 000 brand new studio-quality sounds or use the 5 virtual inst
b000exw51k,registry mechanic 5.x pc system repair,pc tools,29.95,with registry mechanic you can safely clean repair and optimize the windows registry with a few simple mouse clicks! problems with the windo
b000hi1i6u,axis & allies (jewel case),encore,9.99,axis and allies allows you to determine the fate of the world. command the army navy and air force of one of the 5 world powers during world
b000jiqlxi,panda antivirus 2007,panda software,29.95,the panda antivirus 2007 makes protecting your computer as easy as possible because it automatically blocks and removes all types of viruses
b000om7diq,corel dvd moviefactory 6.0 plus,corel,79.99,ulead dvd moviefactory 6 plus is the award-winning consumer dvd authoring package. it's the first consumer entry-level product to offer hd d
b000o3bge2,defcon,encore,0,defcon: global thermonuclear domination gives you the chance to manage a scenario faced in the leading generals' worst nightmare: total nucl
b000keho1e,symc backup exec sbs std 11d win small business server standard,symantec,811.21,- marketing information: symantec backup exec 11d for windows small business server is the perfect complement to microsoft windows small bus
b0009dxjuq,typing instructor deluxe (jewel case),individual software,9.99,improve your typing skills today! typing instructor deluxe has a progressive design that has been developed for over 19 years. typing instru
b000b63xha,bias peak pro 5 ( macintosh ),bias,599,peak pro 5 is the fastest and most powerful set of tools for serious sound design for film video or multimedia. craft the perfect audio expe
b000nif4im,freestyle street basketball,sierra online,19.99,play the pick-up game of your dreams in freestyle street basketball. get dressed hook up the tunes and head to the park for fast-paced onlin
b000in34bq,webroot spy sweeper with antivirus family edition - 3 pcs,webroot software,49.95,format: win 2000 xp
b000v7rij8,my guitar,emedia,29.95,
b000e2d3lc,rome total war gold edition,sega of america inc.,19.99,rome: total war gold puts you in command of the ancient world's greatest armies. storm clouds will gather over europe asia and north africa 
b000ffcdim,registry mechanic by encore software,encore software,46.52,- marketing information: pc tools registry mechanic will safely scan clean repair and optimize the windows registry with a few simple mouse 
b000fzxipo,classification & ecology (win/mac) (jewel case),fogware publishing,9.99,
b000b57k4s,the print shop 21 deluxe by broderbund,encore software,0,0.5 x 25' - laminated tape(s)
b000hedyio,britannica deluxe,avanquest software,29.95,
b000pg7ha0,creating keepsakes scrapbook platinum v.3 sb cs by riverdeep,encore software,39.99,special moments call for special treatment! create amazing and memorable scrapbooks in 3 easy steps with creating keepsakes& 153; scrapbook 
b0000vmimw,leave the lights on (mac),aspyr media,9.99,the leave the lights on pack is a triple-shot of creepy fun that will have you playing until you're scared to go to bed!
b000ehs6h8,apple logic pro 7.2 upgrade,apple,299,upgrade only; previous installation of logic pro or logic pro platinum 6 or 7 logic pro 7.2 offers you the state-of-the-art loop composition
b0007wv3ei,microspot macdraft professional (mac),microspot ltd.,349.99,macdraft pro delivers a full complement of drawing tools dimensioning in imperial and metric and full compatibility wth other autocad progra
b000i4rmfe,nero 7 ultra edition enhanced,nero inc.,99.99,nero 7 ultra edition enhanced provides you with over 20 applications in one solution to complete all your digital media tasks on your pc and
b000ar96bm,digital vault,stompsoft inc.,29.99,with digital vault you have the safety and secuirty you need for more confident web surfing. don't worry about snoopers or identity thieves 
b000e8rdrq,audition 2 win ed ue 1u,adobe education box,149,audition 2 win ed ue 1u
b000b5srju,turbocad mac 3d for mac,imsi,249.99,
b000ehs6gy,apple logic pro 7.2 retail,apple,999,logic pro 7.2 offers you the state-of-the-art loop composition tools with new instruments and effects to change the way you compose record e
b000g80lku,peachtree by sage premium accounting 2007 - accountants' edition,sage software,499.99,peachtree premium accounting 2007 accountants' edition is the powerful multi-user ready accounting solution accountants need to service thei
b000pienlo,onone plug-in suite 3 for adobe photoshop,onone software,399.95,the onone plug-in suite 3 for adobe photoshop includes everything you need to easily make your images look their best so you spend more time
b000aqvrry,stompsoft digital file shredder pro,stompsoft inc.,24.99,digital file shredder pro makes it easy to securely and permanently shred and wash away your online tracks. simply right click any file or f
b000szzpi4,make music finale 2008 academic,emedia,350,
b000ro5o7s,vegas movie studiodvd+8 plat,sony media,129.95,becoming a movie mogul or star is easy with sony vegas movie studio. distributing your video creation to friends families and producers is e
b000jlj0cy,gods & heroes: rome rising,sony online entertainment,49.99,gods & heroes: rome rising pc
b00099xf0e,synet pc sharing kit(w/17ft usb ext.cable),synet electronics inc.,0,
b00005birs,math 2,school zone,9.99,based on the school zone workbook series this program teaches critical math skills with interactive activities and fun games. proven curricu
b000fn6cf4,pinnacle mobile media organizer,pinnacle,49.99,package contents: mobile media organizer cd media mobile master quick install guide pinnacle's mobile media organizer makes it easier to con
b0006ma3bs,gmp data rescue - license ( 24300 ),global marketing partners,349,data rescue pc and mac universal license by by prosoft
b0001gu7jc,mavis beacon teaches typing 16,broderbund,19.99,mavis beacon teaches typing 16 helps you perform better at work and online with this simple guide to better keyboarding! explore 30 differen
b000k7vio0,intervideo windvd 8 gold,intervideo,49.99,windvd 8 gold gives you the best in digital entertainment experiences. watch dvds or video files on your big-screen hdtv with immersive surr
b0000899lt,talk now! learn afrikaans - beginning level,eurotalk,29.99,talk now! beginners afrikaans is the perfect way to study a new language. it operates on multiple levels to create an immersive learning exp
b000brczzk,computrace lojack for laptops: 3 year subscription,absolute software,99.99,with computrace lojack for laptops you'll be able to track a stolen laptop anywhere! every 53 seconds a laptop is stolen - this recovery ser
b000ivjv10,instant immersion ingles audio deluxe,topics entertainment,0,instant immersion ingles audio deluxe (audio book)
b0001d56uu,i copy dvd's 2,me too software,49.99,i copy dvds2 standard edition is the latest product from me too software that allows you to make high quality back up copies of any dvd movi
b000brm3xe,computrace lojack for laptops: 1 year subscription,absolute software,49.99,with computrace lojack for laptops you'll be able to track a stolen laptop anywhere! every 53 seconds a laptop is stolen - this recovery ser
b000rlqnr6,sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,vegas movie studio+dvd platinum software offers everything you get with the standard version such as easy drag-and-drop video editing integr
